id,orientacion_politica,polarizacion,genero,edad,religiosidad,fork,pais,conservador/liberal,nivel educativo
2990,79.875,61.25,fem,33.0,22.0,7,Chile,26.538953004888143,2.0
2992,64.125,78.25,masc,33.0,0,7,Chile,21.713688822181204,1.0
2995,70.73333333333333,75.5,fem,37.0,9.0,7,Chile,19.30105673082774,2.0
2999,38.46666666666667,65.0,fem,29.0,0,7,Chile,79.81728235337783,1.0
3000,77.73333333333333,78.0,fem,38.0,23.0,7,Chile,54.58888529510014,1.0
3001,43.375,61.75,fem,27.0,58.0,7,Chile,0.0,1.0
3004,72.73333333333333,67.5,masc,25.0,50.0,7,Chile,0.0,1.0
3006,89.125,84.75,fem,29.0,64.0,8,Chile,36.18948137030201,1.0
3010,98.375,96.75,fem,28.0,0,7,Chile,0.0,2.0
3011,67.86666666666666,52.0,masc,30.0,0,7,Chile,0.0,2.0
3013,76.875,63.75,masc,28.0,31.0,7,Chile,0.0,1.0
3014,71.125,86.25,masc,44.0,0,7,Chile,0.0,2.0
3015,52.125,61.25,fem,36.0,88.0,7,Chile,38.60211346165548,2.0
3016,49.266666666666666,69.5,masc,29.0,0,7,Chile,59.00385478029874,0.0
3018,64.83333333333333,35.75,fem,20.0,58.0,8,Chile,0.0,1.0
3024,100.0,100.0,masc,42.0,54.0,7,Chile,52.69675551572931,2.0
3025,97.0,95.5,fem,35.0,2.0,7,Chile,52.06604558927236,1.0
3026,83.3,82.75,masc,41.0,16.0,7,Chile,21.713688822181204,1.0
3033,35.06666666666666,86.0,masc,56.0,0,7,Chile,64.68024411841122,1.0
3035,91.5,83.0,fem,26.0,0,8,Chile,41.01474555300894,1.0
3037,28.233333333333334,52.75,fem,43.0,100.0,7,Chile,79.81728235337783,2.0
3039,60.13333333333334,69.5,fem,21.0,0,7,Chile,36.18948137030201,0.0
3045,87.5,100.0,masc,44.0,0,8,Chile,0.0,0.0
3047,84.4,90.0,masc,36.0,0,7,Chile,48.25264182706935,0.0
3048,72.36666666666667,76.75,fem,27.0,33.0,8,Chile,52.69675551572931,2.0
3049,93.5,88.0,fem,27.0,0,8,Chile,14.475792548120804,2.0
3050,50.733333333333334,75.0,fem,38.0,10.0,7,Chile,74.14089301526536,2.0
3051,77.0,54.0,masc,54.0,7.0,7,Chile,12.063160456767337,1.0
3053,76.125,88.75,fem,32.0,32.0,7,Chile,50.80462573635848,2.0
3056,44.333333333333336,93.5,fem,42.0,0,7,Chile,67.83379375069593,1.0
3058,69.75,85.5,masc,26.0,0,7,Chile,52.69675551572931,1.0
3063,75.33333333333334,69.0,masc,29.0,0,8,Chile,51.435335662815426,1.0
3065,63.43333333333334,83.25,masc,42.0,100.0,8,Chile,41.01474555300894,2.0
3067,74.625,78.25,masc,38.0,0,7,Chile,0.0,2.0
3068,50.375,71.75,fem,28.0,66.0,7,Chile,41.01474555300894,1.0
3069,51.75,39.25,fem,36.0,30.0,7,Chile,55.219595221557086,1.0
3071,49.43333333333334,75.25,fem,29.0,0,7,Chile,66.57237389778204,1.0
3072,56.666666666666664,84.0,masc,34.0,73.0,7,Chile,41.01474555300894,2.0
3073,50.75,85.5,fem,27.0,55.0,7,Chile,81.70941213274867,2.0
3076,73.25,94.75,fem,51.0,42.0,7,Chile,0.0,1.0
3078,67.43333333333334,69.75,masc,28.0,0,7,Chile,0.0,1.0
3079,63.625,62.75,masc,25.0,0,8,Chile,50.173915809901544,1.0
3080,87.75,89.5,masc,23.0,0,7,Chile,69.0952136036098,1.0
3090,83.25,91.5,masc,29.0,0,8,Chile,28.951585096241608,1.0
3091,66.75,79.0,masc,28.0,58.0,7,Chile,0.0,1.0
3094,92.93333333333334,87.0,fem,33.0,0,7,Chile,0.0,1.0
3096,72.75,69.0,masc,21.0,19.0,7,Chile,55.219595221557086,0.0
3101,42.6,49.5,fem,26.0,0,7,Chile,67.20308382423899,2.0
3104,68.66666666666666,78.5,fem,18.0,33.0,7,Chile,53.9581753686432,1.0
3105,53.666666666666664,61.5,masc,27.0,0,7,Chile,56.48101507447097,1.0
3106,62.625,74.75,fem,24.0,0,8,Chile,26.538953004888143,1.0
3107,65.91666666666667,75.75,masc,44.0,61.0,8,Chile,4.825264182706935,1.0
3108,46.733333333333334,54.5,fem,25.0,75.0,7,Chile,57.111725000927905,1.0
3110,67.03333333333333,78.25,fem,30.0,26.0,7,Chile,53.9581753686432,2.0
3112,70.25,86.5,masc,41.0,21.0,7,Chile,0.0,1.0
3113,14.333333333333336,76.0,masc,44.0,0,8,Chile,57.111725000927905,2.0
3117,71.7,75.25,masc,27.0,0,7,Chile,50.173915809901544,2.0
3120,36.7,68.75,masc,41.0,12.0,7,Chile,79.81728235337783,2.0
3121,77.5,95.0,fem,34.0,0,7,Chile,0.0,2.0
3123,71.0,76.5,masc,33.0,6.0,7,Chile,0.0,1.0
3128,90.4,84.0,fem,34.0,25.0,7,Chile,55.85030514801402,2.0
3133,82.0,89.0,fem,41.0,0,7,Chile,0.0,1.0
3135,71.0,55.5,masc,28.0,27.0,7,Chile,55.85030514801402,1.0
3136,75.23333333333333,74.25,fem,28.0,23.0,7,Chile,0.0,1.0
3137,66.8,63.5,masc,22.0,9.0,7,Chile,50.173915809901544,1.0
3138,82.25,64.5,masc,54.0,6.0,8,Chile,31.364217187595074,2.0
3148,47.06666666666666,81.5,fem,40.0,67.0,7,Chile,31.364217187595074,2.0
3149,79.625,84.25,fem,31.0,30.0,7,Chile,50.173915809901544,1.0
3150,61.33333333333333,94.5,fem,40.0,5.0,7,Chile,0.0,1.0
3151,83.25,91.5,masc,26.0,0,7,Chile,0.0,1.0
3152,66.875,65.75,fem,31.0,22.0,7,Chile,53.9581753686432,2.0
3155,80.33333333333334,73.5,masc,30.0,62.0,8,Chile,53.32746544218625,2.0
3157,65.41666666666666,91.25,fem,40.0,16.0,7,Chile,48.25264182706935,2.0
3158,31.6,96.0,fem,54.0,29.0,7,Chile,50.173915809901544,2.0
3159,52.5,70.25,masc,35.0,12.0,8,Chile,70.98734338298064,2.0
3160,75.53333333333333,63.0,fem,30.0,42.0,7,Chile,64.04953419195428,1.0
3161,95.25,90.5,fem,31.0,62.0,7,Chile,0.0,2.0
3162,61.63333333333333,58.75,fem,47.0,18.0,7,Chile,52.69675551572931,2.0
3163,70.43333333333334,60.75,masc,26.0,0,7,Chile,45.84000973571588,2.0
3165,51.4,60.5,fem,43.0,100.0,7,Chile,81.70941213274867,1.0
3167,20.0,100.0,masc,61.0,29.0,7,Chile,87.38580147086115,0.0
3168,80.1,76.75,fem,25.0,84.0,7,Chile,61.5266944861265,1.0
3171,83.16666666666667,99.75,fem,61.0,3.0,7,Chile,0.0,1.0
3172,77.1,88.75,masc,28.0,26.0,7,Chile,0.0,2.0
3174,70.75,67.5,masc,35.0,0,8,Chile,63.418824265497335,2.0
3183,90.0,100.0,masc,33.0,0,7,Chile,0.0,2.0
3187,87.5,100.0,fem,38.0,18.0,7,Chile,0.0,2.0
3188,78.36666666666667,70.25,fem,37.0,0,7,Chile,0.0,2.0
3190,59.63333333333334,61.25,masc,18.0,0,7,Chile,70.98734338298064,0.0
3193,45.666666666666664,97.0,fem,50.0,17.0,7,Chile,67.20308382423899,2.0
3194,76.3,70.25,fem,26.0,0,7,Chile,0.0,1.0
3199,55.25,85.5,masc,37.0,37.0,8,Chile,71.61805330943758,1.0
3200,51.46666666666666,56.5,fem,32.0,1.0,7,Chile,59.00385478029874,2.0
3203,82.63333333333333,74.75,masc,20.0,0,7,Chile,33.776849278948546,1.0
3207,85.36666666666667,73.75,masc,31.0,0,8,Chile,26.538953004888143,0.0
3208,89.16666666666666,91.25,masc,40.0,0,7,Chile,0.0,1.0
3209,58.3,65.25,masc,31.0,100.0,7,Chile,0.0,2.0
3210,77.7,84.75,fem,24.0,15.0,7,Chile,57.111725000927905,1.0
3211,73.625,80.75,masc,38.0,0,7,Chile,21.713688822181204,1.0
3212,80.33333333333334,81.5,fem,32.0,24.0,7,Chile,45.84000973571588,0.0
3219,72.0,81.0,masc,44.0,73.0,7,Chile,63.418824265497335,1.0
3221,52.875,51.25,fem,60.0,0,7,Chile,51.435335662815426,2.0
3223,64.73333333333333,71.5,masc,20.0,28.0,7,Chile,0.0,0.0
3227,40.41666666666667,72.75,masc,39.0,81.0,7,Chile,26.538953004888143,1.0
3228,53.25,81.5,fem,26.0,0,7,Chile,48.25264182706935,1.0
3229,71.83333333333333,83.75,masc,35.0,0,7,Chile,36.18948137030201,2.0
3236,80.3,65.25,masc,18.0,0,7,Chile,57.74243492738485,0.0
3240,46.0,83.0,masc,26.0,0,7,Chile,54.58888529510014,1.0
3244,86.16666666666666,93.75,masc,23.0,18.0,7,Chile,21.713688822181204,1.0
3245,76.875,69.75,fem,31.0,73.0,7,Chile,60.895984559669564,2.0
3246,42.5,81.5,masc,51.0,76.0,7,Chile,53.32746544218625,2.0
3247,93.13333333333333,85.5,fem,26.0,57.0,7,Chile,24.126320913534673,2.0
3252,91.25,82.5,masc,56.0,1.0,7,Chile,9.65052836541387,2.0
3254,67.6,81.0,masc,34.0,0,8,Chile,33.776849278948546,1.0
3258,98.875,97.75,masc,34.0,0,7,Chile,0.0,1.0
3261,70.875,80.25,fem,27.0,0,7,Chile,57.74243492738485,1.0
3262,66.25,73.5,masc,45.0,0,7,Chile,21.713688822181204,1.0
3263,85.5,71.0,masc,34.0,22.0,7,Chile,36.18948137030201,2.0
3264,74.4,72.5,fem,30.0,0,7,Chile,31.364217187595074,1.0
3265,84.625,94.25,fem,37.0,0,7,Chile,0.0,1.0
3267,85.33333333333334,91.0,fem,25.0,0,7,Chile,31.364217187595074,1.0
3277,75.0,100.0,masc,32.0,0,8,Chile,53.32746544218625,2.0
3281,59.875,67.75,masc,27.0,80.0,8,Chile,36.18948137030201,2.0
3282,93.875,87.75,fem,37.0,0,7,Chile,0.0,2.0
3287,48.2,76.0,masc,43.0,29.0,7,Chile,51.435335662815426,2.0
3289,60.875,70.75,masc,24.0,0,7,Chile,61.5266944861265,1.0
3291,100.0,100.0,fem,36.0,0,7,Chile,14.475792548120804,2.0
3294,71.625,65.75,fem,35.0,6.0,7,Chile,24.126320913534673,1.0
3295,28.375,65.25,masc,18.0,29.0,8,Chile,60.26527463321262,0.0
3296,62.625,99.75,masc,51.0,100.0,7,Chile,100.0,1.0
3297,43.43333333333334,71.75,masc,29.0,0,7,Chile,69.72592353006675,2.0
3298,8.5,83.0,masc,57.0,97.0,7,Chile,84.23225183857645,1.0
3300,77.3,71.25,fem,60.0,21.0,7,Chile,7.237896274060402,1.0
3302,96.5,96.5,masc,36.0,0,8,Chile,0.0,2.0
3303,74.73333333333333,78.5,masc,23.0,0,8,Chile,24.126320913534673,1.0
3304,66.125,75.75,fem,37.0,0,7,Chile,0.0,1.0
3305,58.266666666666666,76.5,masc,36.0,57.0,8,Chile,55.219595221557086,1.0
3311,33.866666666666674,74.0,fem,22.0,46.0,7,Chile,65.31095404486817,1.0
3313,90.125,94.75,masc,18.0,0,7,Chile,69.72592353006675,0.0
3315,77.66666666666666,76.0,masc,34.0,22.0,8,Chile,41.01474555300894,1.0
3316,67.36666666666667,66.25,fem,37.0,38.0,7,Chile,52.69675551572931,2.0
3317,31.5,78.25,masc,35.0,17.0,8,Chile,52.06604558927236,2.0
3318,100.0,100.0,fem,25.0,26.0,7,Chile,48.25264182706935,2.0
3319,43.375,67.75,masc,32.0,45.0,7,Chile,60.895984559669564,2.0
3321,74.58333333333334,68.75,fem,28.0,0,7,Chile,31.364217187595074,2.0
3323,59.375,57.25,fem,31.0,66.0,7,Chile,62.157404412583446,1.0
3325,69.125,82.75,masc,22.0,0,8,Chile,26.538953004888143,1.0
3326,76.96666666666667,72.25,fem,21.0,82.0,7,Chile,76.0330227946362,1.0
3327,79.625,84.25,masc,45.0,10.0,7,Chile,19.30105673082774,1.0
3335,86.23333333333333,93.25,masc,29.0,2.0,8,Chile,0.0,0.0
3336,47.96666666666667,77.25,masc,32.0,43.0,7,Chile,67.83379375069593,2.0
3337,78.0,81.0,fem,25.0,0,7,Chile,52.06604558927236,2.0
3339,51.5,55.0,fem,21.0,63.0,7,Chile,0.0,1.0
3340,97.5,95.0,masc,26.0,0,7,Chile,0.0,1.0
3343,83.96666666666667,80.25,masc,27.0,0,7,Chile,45.84000973571588,2.0
3344,43.75,87.5,fem,22.0,80.0,7,Chile,76.0330227946362,1.0
3346,66.375,83.75,masc,36.0,0,8,Chile,0.0,1.0
3348,63.06666666666666,77.0,masc,22.0,12.0,7,Chile,64.68024411841122,1.0
3349,79.625,84.25,fem,26.0,8.0,7,Chile,0.0,1.0
3354,67.75,75.0,fem,29.0,52.0,8,Chile,67.20308382423899,2.0
3355,47.96666666666667,42.25,fem,51.0,72.0,7,Chile,68.46450367715288,2.0
3356,60.266666666666666,66.5,fem,41.0,62.0,7,Chile,55.85030514801402,2.0
3358,41.5,90.25,masc,27.0,82.0,8,Chile,41.01474555300894,1.0
3359,74.0,64.0,fem,29.0,9.0,7,Chile,51.435335662815426,2.0
3362,70.6,71.0,fem,36.0,92.0,8,Chile,52.06604558927236,2.0
3364,56.03333333333334,90.25,fem,55.0,66.0,7,Chile,76.66373272109313,1.0
3365,65.375,48.25,masc,28.0,10.0,7,Chile,0.0,2.0
3366,76.9,78.75,fem,31.0,14.0,7,Chile,24.126320913534673,1.0
3367,78.625,82.25,masc,62.0,0,8,Chile,0.0,1.0
3368,54.25,91.5,fem,36.0,0,8,Chile,16.888424639474273,2.0
3369,41.875,76.25,masc,27.0,0,7,Chile,54.58888529510014,1.0
3374,90.0,100.0,masc,29.0,0,7,Chile,0.0,1.0
3378,81.7,84.25,masc,35.0,12.0,7,Chile,53.9581753686432,2.0
3381,96.7,91.75,masc,33.0,0,7,Chile,0.0,1.0
3383,29.7,91.25,fem,20.0,0,7,Chile,68.46450367715288,1.0
3386,76.375,61.75,fem,32.0,90.0,7,Chile,50.173915809901544,1.0
3387,72.73333333333333,73.0,masc,28.0,0,7,Chile,41.01474555300894,1.0
3389,55.766666666666666,74.25,fem,36.0,0,7,Chile,72.87947316235147,0.0
3390,88.16666666666666,92.75,fem,20.0,0,7,Chile,0.0,1.0
3392,60.2,82.5,masc,23.0,88.0,7,Chile,60.895984559669564,1.0
3394,69.0,70.5,fem,28.0,50.0,7,Chile,68.46450367715288,0.0
3396,45.5,88.25,fem,29.0,100.0,7,Chile,100.0,1.0
3397,96.5,92.75,masc,47.0,0,8,Chile,38.60211346165548,2.0
3400,87.86666666666667,73.5,fem,24.0,0,7,Chile,52.06604558927236,1.0
3401,46.43333333333334,84.75,fem,40.0,55.0,8,Chile,0.0,1.0
3402,31.125,75.75,fem,37.0,100.0,7,Chile,82.34012205920561,2.0
3403,70.625,68.75,masc,29.0,0,8,Chile,48.25264182706935,2.0
3404,71.06666666666666,66.0,fem,40.0,84.0,7,Chile,61.5266944861265,2.0
3405,80.875,83.25,fem,51.0,49.0,7,Chile,50.80462573635848,2.0
3406,40.375,52.25,masc,68.0,9.0,8,Chile,50.173915809901544,2.0
3407,65.875,68.75,fem,28.0,51.0,7,Chile,58.373144853841794,1.0
3409,85.56666666666666,71.25,fem,40.0,7.0,7,Chile,0.0,2.0
3410,31.416666666666668,59.75,masc,40.0,58.0,7,Chile,61.5266944861265,1.0
3413,55.875,42.25,masc,42.0,13.0,7,Chile,50.173915809901544,1.0
3414,64.83333333333333,78.75,masc,21.0,55.0,7,Chile,80.44799227983478,1.0
3418,81.23333333333333,75.75,masc,35.0,15.0,7,Chile,28.951585096241608,0.0
3421,87.375,86.25,fem,27.0,20.0,7,Chile,0.0,1.0
3423,50.33333333333333,50.5,fem,20.0,72.0,7,Chile,94.32361066188753,1.0
3424,71.625,85.25,fem,36.0,100.0,7,Chile,36.18948137030201,2.0
3425,38.625,50.25,masc,29.0,58.0,7,Chile,79.18657242692089,1.0
3426,70.63333333333333,71.25,fem,28.0,0,7,Chile,51.435335662815426,1.0
3427,42.125,35.75,masc,27.0,0,7,Chile,58.373144853841794,2.0
3428,87.0,85.0,masc,43.0,0,8,Chile,26.538953004888143,2.0
3434,86.16666666666666,82.25,masc,36.0,79.0,7,Chile,48.25264182706935,1.0
3438,78.0,56.0,fem,30.0,0,7,Chile,12.063160456767337,2.0
3442,34.766666666666666,58.75,masc,22.0,62.0,7,Chile,72.87947316235147,0.0
3446,73.5,55.0,fem,30.0,0,7,Chile,52.69675551572931,2.0
3451,69.0,64.5,fem,48.0,0,7,Chile,43.42737764436241,2.0
3452,75.0,100.0,masc,58.0,0,7,Chile,0.0,2.0
3456,72.75,86.0,fem,43.0,1.0,8,Chile,0.0,1.0
3457,55.43333333333334,55.75,masc,32.0,5.0,7,Chile,59.00385478029874,2.0
3458,57.875,84.25,fem,31.0,0,7,Chile,26.538953004888143,2.0
3459,60.4,83.5,masc,55.0,7.0,8,Chile,38.60211346165548,0.0
3460,82.6,69.5,fem,24.0,24.0,7,Chile,52.06604558927236,0.0
3462,56.125,52.75,masc,51.0,10.0,7,Chile,52.69675551572931,1.0
3465,62.875,89.75,masc,47.0,35.0,7,Chile,0.0,2.0
3466,74.375,62.25,fem,28.0,10.0,7,Chile,51.435335662815426,1.0
3470,55.875,59.75,fem,32.0,0,7,Chile,54.58888529510014,0.0
3473,66.96666666666667,85.25,masc,34.0,0,8,Chile,48.25264182706935,1.0
3474,71.16666666666666,64.25,masc,42.0,8.0,7,Chile,41.01474555300894,2.0
3476,59.4,60.5,masc,34.0,0,7,Chile,33.776849278948546,1.0
3477,74.46666666666667,46.0,fem,27.0,74.0,7,Chile,62.78811433904039,1.0
3478,77.73333333333333,65.5,masc,23.0,0,7,Chile,43.42737764436241,1.0
3479,68.75,62.5,masc,48.0,8.0,7,Chile,31.364217187595074,2.0
3482,87.5,75.0,masc,28.0,53.0,7,Chile,65.94166397132511,1.0
3484,60.25,70.5,masc,48.0,86.0,7,Chile,81.70941213274867,1.0
3490,73.08333333333334,95.75,masc,23.0,0,7,Chile,41.01474555300894,1.0
3491,80.13333333333333,92.0,fem,25.0,0,7,Chile,12.063160456767337,1.0
3496,77.625,85.75,masc,46.0,13.0,8,Chile,36.18948137030201,2.0
3499,56.266666666666666,68.5,masc,22.0,0,7,Chile,19.30105673082774,1.0
3500,74.06666666666666,68.0,masc,27.0,3.0,7,Chile,21.713688822181204,2.0
3501,74.0,93.5,fem,24.0,0,7,Chile,48.25264182706935,1.0
3503,89.33333333333334,99.0,masc,42.0,8.0,8,Chile,31.364217187595074,2.0
3504,70.13333333333334,57.0,fem,36.0,20.0,7,Chile,53.9581753686432,2.0
3505,80.0,90.0,fem,27.0,10.0,7,Chile,0.0,1.0
3506,72.625,64.75,masc,19.0,0,7,Chile,52.69675551572931,1.0
3508,63.233333333333334,62.25,masc,57.0,92.0,7,Chile,57.111725000927905,1.0
3509,50.66666666666667,72.0,masc,30.0,62.0,8,Chile,45.84000973571588,1.0
3510,75.375,75.75,masc,26.0,0,7,Chile,0.0,1.0
3512,74.33333333333334,82.0,masc,22.0,0,7,Chile,55.85030514801402,1.0
3515,80.83333333333334,88.75,masc,64.0,0,7,Chile,0.0,1.0
3519,64.0,66.5,fem,33.0,75.0,7,Chile,69.0952136036098,2.0
3520,76.76666666666667,88.25,fem,38.0,55.0,7,Chile,69.0952136036098,2.0
3522,73.23333333333333,66.25,masc,37.0,0,8,Chile,26.538953004888143,2.0
3523,79.875,65.25,fem,31.0,1.0,8,Chile,31.364217187595074,1.0
3524,61.0,79.5,fem,32.0,14.0,7,Chile,28.951585096241608,1.0
3526,46.0,72.5,fem,39.0,75.0,7,Chile,50.80462573635848,2.0
3527,87.375,79.75,masc,27.0,0,7,Chile,0.0,2.0
3528,69.375,81.75,masc,29.0,0,7,Chile,57.74243492738485,1.0
3529,62.75,61.5,masc,14.0,0,7,Chile,0.0,0.0
3530,76.26666666666667,53.0,masc,29.0,0,7,Chile,41.01474555300894,1.0
3533,81.63333333333333,95.75,masc,54.0,64.0,7,Chile,26.538953004888143,1.0
3534,75.0,100.0,fem,21.0,0,7,Chile,0.0,1.0
3535,31.625,79.25,masc,55.0,0,7,Chile,76.66373272109313,1.0
3536,47.333333333333336,57.5,masc,33.0,0,7,Chile,55.85030514801402,2.0
3537,80.0,100.0,masc,36.0,27.0,8,Chile,0.0,1.0
3539,44.4,64.0,fem,37.0,0,8,Chile,73.51018308880842,2.0
3541,73.16666666666666,75.25,fem,42.0,45.0,7,Chile,60.26527463321262,2.0
3542,59.125,40.75,masc,36.0,18.0,7,Chile,68.46450367715288,2.0
3544,64.06666666666666,59.5,masc,41.0,0,7,Chile,24.126320913534673,2.0
3547,75.0,84.5,masc,38.0,73.0,7,Chile,48.25264182706935,2.0
3548,51.03333333333333,58.75,fem,34.0,54.0,8,Chile,68.46450367715288,2.0
3549,68.1,77.25,masc,21.0,1.0,7,Chile,58.373144853841794,0.0
3553,73.33333333333334,75.5,fem,27.0,0,7,Chile,7.237896274060402,2.0
3554,94.0,88.0,masc,26.0,0,7,Chile,0.0,1.0
3556,88.7,96.75,fem,39.0,48.0,7,Chile,0.0,1.0
3557,63.3,61.75,fem,50.0,0,7,Chile,0.0,2.0
3558,93.875,87.75,fem,48.0,0,7,Chile,0.0,2.0
3560,77.33333333333333,67.0,fem,35.0,28.0,8,Chile,57.111725000927905,1.0
3561,91.16666666666666,79.75,fem,30.0,0,7,Chile,28.951585096241608,1.0
3562,63.233333333333334,99.75,masc,31.0,0,7,Chile,0.0,1.0
3563,100.0,100.0,fem,39.0,0,7,Chile,0.0,2.0
3564,70.75,62.5,masc,38.0,75.0,7,Chile,56.48101507447097,2.0
3565,63.75,80.75,masc,28.0,9.0,7,Chile,50.173915809901544,1.0
3566,88.875,87.75,fem,29.0,12.0,8,Chile,0.0,1.0
3567,95.4,88.5,masc,35.0,37.0,7,Chile,0.0,1.0
3570,40.5,27.5,masc,32.0,9.0,7,Chile,61.5266944861265,1.0
3572,67.25,57.0,masc,32.0,15.0,8,Chile,21.713688822181204,1.0
3573,75.75,77.5,masc,31.0,13.0,7,Chile,26.538953004888143,1.0
3574,63.7,64.75,fem,60.0,0,7,Chile,31.364217187595074,1.0
3577,74.625,74.25,fem,61.0,94.0,7,Chile,19.30105673082774,2.0
3580,84.875,80.75,masc,27.0,0,7,Chile,50.80462573635848,2.0
3583,31.666666666666664,41.0,fem,22.0,63.0,7,Chile,76.66373272109313,1.0
3584,75.125,94.25,fem,67.0,0,7,Chile,0.0,1.0
3588,79.625,84.25,masc,24.0,0,8,Chile,0.0,1.0
3591,56.66666666666667,100.0,fem,22.0,91.0,7,Chile,0.0,1.0
3593,66.625,74.75,fem,36.0,14.0,7,Chile,52.06604558927236,2.0
3594,25.2,88.0,masc,40.0,100.0,7,Chile,72.24876323589453,1.0
3600,79.16666666666666,76.25,fem,21.0,27.0,7,Chile,0.0,1.0
3601,57.6,34.0,fem,20.0,0,7,Chile,64.68024411841122,1.0
3603,96.23333333333333,93.25,masc,45.0,0,7,Chile,0.0,2.0
3605,73.63333333333334,71.25,fem,26.0,0,7,Chile,19.30105673082774,2.0
3607,63.5,46.5,fem,42.0,6.0,7,Chile,9.65052836541387,2.0
3610,65.3,63.25,masc,22.0,32.0,7,Chile,0.0,1.0
3611,67.93333333333334,51.5,fem,20.0,60.0,7,Chile,41.01474555300894,1.0
3613,88.0,81.0,masc,33.0,0,7,Chile,0.0,2.0
3616,37.33333333333333,67.0,masc,23.0,0,7,Chile,70.98734338298064,1.0
3617,62.0,84.0,masc,29.0,0,7,Chile,0.0,1.0
3618,71.0,55.5,fem,21.0,0,7,Chile,43.42737764436241,1.0
3627,73.375,90.25,masc,28.0,0,7,Chile,0.0,1.0
3629,26.333333333333332,61.0,fem,33.0,2.0,7,Chile,77.92515257400702,1.0
3630,76.625,62.25,fem,35.0,35.0,7,Chile,58.373144853841794,0.0
3632,39.833333333333336,42.75,fem,44.0,81.0,8,Chile,84.23225183857645,1.0
3633,66.53333333333333,68.5,fem,27.0,68.0,7,Chile,59.00385478029874,1.0
3635,82.8,93.0,fem,28.0,1.0,7,Chile,51.435335662815426,1.0
3637,79.83333333333334,78.75,masc,43.0,0,8,Chile,0.0,2.0
3640,46.9,79.75,masc,28.0,0,7,Chile,67.20308382423899,1.0
3645,100.0,100.0,masc,26.0,0,7,Chile,0.0,1.0
3646,85.875,86.75,fem,60.0,0,8,Chile,28.951585096241608,1.0
3657,60.6,52.0,masc,21.0,0,7,Chile,65.94166397132511,1.0
3659,36.4,70.0,fem,55.0,50.0,7,Chile,78.55586250046395,1.0
3660,82.13333333333334,73.5,fem,27.0,0,7,Chile,0.0,1.0
3661,56.96666666666666,98.75,masc,36.0,0,7,Chile,64.68024411841122,1.0
3666,76.375,97.25,masc,25.0,37.0,7,Chile,0.0,1.0
3667,58.86666666666666,56.0,fem,29.0,78.0,7,Chile,48.25264182706935,1.0
3668,90.0,100.0,masc,58.0,80.0,7,Chile,0.0,2.0
3669,64.66666666666666,44.5,fem,25.0,7.0,8,Chile,58.373144853841794,1.0
3672,72.0,94.0,fem,24.0,65.0,7,Chile,59.63456470675568,1.0
3673,92.6,85.0,masc,29.0,29.0,7,Chile,0.0,1.0
3676,68.91666666666666,81.75,fem,22.0,0,7,Chile,0.0,1.0
3679,82.75,84.5,masc,26.0,4.0,7,Chile,14.475792548120804,1.0
3680,82.75,66.0,fem,27.0,7.0,7,Chile,50.80462573635848,2.0
3684,60.125,74.25,masc,26.0,70.0,7,Chile,75.40231286817925,1.0
3686,67.76666666666667,73.75,masc,19.0,0,8,Chile,21.713688822181204,1.0
3687,80.56666666666666,79.75,masc,30.0,49.0,7,Chile,45.84000973571588,1.0
3688,36.875,52.25,fem,37.0,47.0,7,Chile,54.58888529510014,2.0
3691,52.5,95.0,fem,36.0,0,7,Chile,0.0,0.0
3693,95.0,87.5,fem,55.0,9.0,7,Chile,0.0,2.0
3694,68.76666666666667,72.25,fem,24.0,21.0,7,Chile,0.0,1.0
3695,72.0,94.0,masc,53.0,0,7,Chile,16.888424639474273,1.0
3696,45.233333333333334,80.75,fem,29.0,46.0,7,Chile,83.6015419121195,2.0
3697,58.75,57.5,fem,33.0,0,7,Chile,71.61805330943758,2.0
3699,72.0,82.0,fem,27.0,0,7,Chile,0.0,1.0
3700,81.43333333333334,87.25,masc,33.0,8.0,7,Chile,9.65052836541387,2.0
3701,43.333333333333336,100.0,masc,33.0,0,7,Chile,56.48101507447097,1.0
3706,79.5,69.0,masc,38.0,55.0,7,Chile,59.63456470675568,2.0
3707,38.125,56.25,fem,45.0,85.0,7,Chile,84.86296176503339,2.0
3709,78.41666666666667,78.25,masc,24.0,5.0,7,Chile,36.18948137030201,1.0
3710,91.0,82.0,masc,34.0,0,7,Chile,0.0,2.0
3711,74.53333333333333,78.0,fem,34.0,0,7,Chile,24.126320913534673,2.0
3713,82.53333333333333,90.5,fem,32.0,0,7,Chile,19.30105673082774,1.0
3714,77.6,76.5,masc,43.0,0,7,Chile,9.65052836541387,1.0
3715,48.375,83.25,fem,23.0,15.0,8,Chile,56.48101507447097,1.0
3718,41.5,59.0,fem,39.0,7.0,7,Chile,0.0,1.0
3719,67.25,62.0,masc,25.0,5.0,7,Chile,28.951585096241608,1.0
3723,81.6,79.0,masc,19.0,8.0,7,Chile,0.0,0.0
3725,50.625,49.75,fem,36.0,0,7,Chile,62.78811433904039,2.0
3728,45.5,73.25,fem,31.0,2.0,7,Chile,62.78811433904039,2.0
3730,83.875,67.75,fem,51.0,0,7,Chile,0.0,1.0
3733,79.25,66.0,masc,25.0,3.0,7,Chile,52.06604558927236,1.0
3737,74.9,82.75,masc,47.0,74.0,7,Chile,52.69675551572931,2.0
3741,79.7,78.75,fem,47.0,0,8,Chile,9.65052836541387,2.0
